SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
2,IE22634454,9940484740607636,"Studio portrait of man, family name possibly Bonney.",ro001403,1904/1937,Rosenberg collection.
2,IE22634464,9940484740407636,"Studio portrait of young girl, family name Simpson.",ro001405,1904/1937,Rosenberg collection.
2,IE22730869,9940705452507636,"Studio portrait of man and woman, family name possibly Scott.",ro001798,1930/1940,Rosenberg collection.
2,IE22730874,9940705452407636,"Studio portrait of young girl, family name possibly Stillwell.",ro001799,1925/1940,Rosenberg collection.
2,IE22730884,9940705452207636,"Studio portrait of young boy, family name possibly Stanley.",ro001801,1925/1940,Rosenberg collection.
2,IE22730889,9940705452007636,"Studio portrait of woman, family name possibly Stemmer.",ro001802,1930/1940,Rosenberg collection.
2,IE22730894,9940705451907636,"Studio portrait of woman, family name possibly Simon.",ro001803,1930/1940,Rosenberg collection.
2,IE22730899,9940705451807636,"Studio portrait of woman, family name possibly Scown.",ro001804,1930/1940,Rosenberg collection.
2,IE22730914,9940705451507636,"Studio portrait of woman, family name possibly Shufflebotham.",ro001807,1930/1940,Rosenberg collection.
2,IE22730919,9940705451307636,"Studio portrait of young girl, family name possibly Conn.",ro001808,1930/1940,Rosenberg collection.
2,IE22730924,9940705451207636,"Studio portrait of young girl, family name possibly Conn.",ro001809,1930/1940,Rosenberg collection.
2,IE22730929,9940705451007636,"Studio portrait of man, family name possibly Sloan.",ro001810,1920/1940,Rosenberg collection.
2,IE22730939,9940705450807636,"Studio portrait of two men, family name possibly Carter.",ro001812,1920/1940,Rosenberg collection.
2,IE22730944,9940705450707636,"Studio portrait of man, family name possibly Vernon.",ro001813,1920/1940,Rosenberg collection.
2,IE22730964,9940705450207636,"Studio portrait of two children, family name possibly Weeks.",ro001817,1920/1940,Rosenberg collection.
2,IE22730974,9940705450007636,"Studio portrait of young child, family name possibly Christensen.",ro001819,1920/1940,Rosenberg collection.
2,IE22730979,9940705449907636,"Studio portrait of two men, family name possibly Dwyer.",ro001820,1920/1940,Rosenberg collection.
2,IE22730984,9940705449807636,"Studio portrait of man, family name possibly Bell.",ro001821,1920/1940,Rosenberg collection.
2,IE22730994,9940705449507636,"Studio portrait of woman, family name possibly Gawn.",ro001823,1920/1940,Rosenberg collection.
2,IE22731014,9940705449007636,"Studio portrait of woman, family name possibly Stewart.",ro001827,1920/1940,Rosenberg collection.
2,IE22749268,9940747262507636,"Studio portrait of woman, family name possibly Trinder or Trunder.",ro001829,1920/1940,Rosenberg collection.
2,IE22749278,9940747261907636,"Studio portrait of woman, family name possibly Trethewey.",ro001831,1920/1940,Rosenberg collection.
2,IE22749308,9940747261307636,"Studio portrait of woman, family name possibly Allen.",ro001837,1920/1940,Rosenberg collection.
2,IE22749328,9940747260907636,"Studio portrait of woman, family name possibly Conn.",ro001841,1920/1940,Rosenberg collection.
2,IE22749373,9940747259107636,"Studio portrait of man, family name possibly Nicholls.",ro001850,1904/1940,Rosenberg collection.
2,IE22749383,9940747258807636,"Studio portrait of woman, family name possibly Dolan.",ro001852,1920/1940,Rosenberg collection.
2,IE22749659,9940807462707636,"Studio portrait of woman, family name possibly Carwardine.",ro001858,1925/1940,Rosenberg collection.
2,IE22749749,9940810162307636,"Studio portrait of man, family name possibly Grant.",ro001876,1904/1940,Rosenberg collection.
2,IE22749759,9940810162107636,"Studio portrait of member of clergy, family name possibly Murphy.",ro001878,1904/1940,Rosenberg collection.
2,IE22750710,9940810156507636,"Studio portrait of baby, family name possibly Lock.",ro001894,1904/1940,Rosenberg collection.
2,IE22750725,9940810156207636,"Studio portrait of infant, family name possibly Ryan.",ro001897,1904/1940,Rosenberg collection.
2,IE22750730,9940810156007636,"Studio portrait of infant, family name possibly Reilly or Reilley.",ro001898,1904/1940,Rosenberg collection.
2,IE22750750,9940810155507636,"Studio portrait of infant, family name possibly Ryan.",ro001902,1904/1940,Rosenberg collection.
2,IE22750765,9940810155107636,"Studio portrait of infant, family name possibly Norton.",ro001905,1904/1940,Rosenberg collection.
2,IE22750770,9940810155007636,"Studio portrait of woman, family name possibly Carter.",ro001906,1925/1940,Rosenberg collection.
2,IE22750790,9940810154607636,"Studio portrait of woman, family name possibly Carter.",ro001910,1930/1940,Rosenberg collection.
2,IE22750805,9940810154307636,"Studio portrait of man, family name possibly Calwell.",ro001913,1910/1920,Rosenberg collection.
2,IE390581,9939650615907636,"Duke of York Celebrations, Melbourne. Railway Tower, Flinders Street Station.",b53468,1901,Royal visits.
2,IE456685,9939661573907636,"Duke of York Celebrations, Melbourne. Railway Tower, Flinders Street Station.",b53469,1901,Royal visits.
2,IE540199,9916439263607636,"Duke of York Celebrations, Melbourne. The Arch and Fountain, Flinders Street Station.",b53503,1901,Royal visits.
2,IE7204290,9916676723607636,"The Yarra and Flinders Street, Melbourne, Victoria",sj000051,1906,Art series.
2,IE7204355,9916674573607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE",sj000005,1935,Shirley Jones collection of Victorian postcards. Melbourne (ca. 1935-1960).
2,IE7206361,9916677133607636,"Custom House, Flinders Street, Melbourne",sj000067,1908,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7205474,9916677143607636,"Flinders Street and River Yarra, Melbourne",sj000068,1908,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7206025,9916677343607636,"Flinders Street, Railway Station, Melbourne",sj000087,1913,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7206148,9916677433607636,"Flinders Street, Melbourne, towards new Railway Station",sj000096,1909,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7203542,9916678233607636,"FLINDERS STREET, LOOKING WEST, MELBOURNE",sj000125,1918,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7205510,9916678283607636,"Flinders Street, Melbourne",sj000130,1907,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7205747,9916678293607636,"Flinders Street and the Custom House, Melbourne",sj000131,1906,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7205590,9916678303607636,"Flinders Street, Melbourne",sj000132,1906,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7204213,9916679253607636,"Elizabeth Street from Flinders Street Station, Melbourne",sj000171,1918,Shirley Jones collection of Victorian postcards. Melbourne coloured.
2,IE7203455,9916674923607636,"[Flinders Street Station at night, outlined in lights]",sj000309,1927,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7206023,9916675043607636,"FLINDERS STREET, LOOKING WEST, MELBOURNE, VIC.",sj000313,1929,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7206659,9916675053607636,"FLINDERS STREET, SHOWING STATE THEATRE, MELBOURNE, VIC.",sj000314,1929,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7203811,9916675063607636,"FLINDERS STREET, MELBOURNE.",sj000315,1944,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7207131,9916675073607636,"FLINDERS STREET, MELBOURNE.",sj000316,1938,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7205495,9916675083607636,"FLINDERS STREET, LOOKING EAST, MELBOURNE, VIC.",sj000317,1954,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7204648,9916675123607636,"FLINDERS STREET STATION, MELBOURNE, VIC.",sj000320,1933,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7207151,9916675163607636,"MAIN ENTRANCE FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",sj000324,1942,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7205408,9916675173607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE.",sj000325,1942,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7205382,9916675193607636,"FLINDERS STREET, MELBOURNE, VIC.",sj000327,1942,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7207001,9916675203607636,"FLINDERS STREET STATION AND THE YARRA, MELBOURNE, VIC.",sj000328,1935,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7206594,9916675213607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",sj000329,1943,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7207945,9916675223607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE",sj000330,1950,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7203188,9916675243607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE.",sj000331,1940,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7206123,9916675253607636,"FLINDERS STREET, RAILWAY STATION, MELBOURNE, VIC.",sj000332,1940,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7207583,9916675263607636,"FLINDERS STREET AND RAILWAY YARDS, MELBOURNE.",sj000333,1939,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE1549096,9916675323607636,"FLINDERS STREET, MELBOURNE Showing Central Railway Station",sj000339,1929/1935,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7208062,9916675333607636,[Flinders Street Station],sj000340,1930,Shirley Jones collection of Victorian postcards. Melbourne black & white photographic.
2,IE7206802,9916676843607636,FLINDERS STREET RAILWAY STATION MELBOURNE,sj000523,1910,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7206955,9916683263607636,Flinders Street Melbourne,sj000556,1908,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7203065,9916683323607636,"Elizabeth Street from Flinders Street Station, Melbourne",sj000560,1909,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7201221,9916683923607636,Flinders Street. - Melbourne.,sj000588,1909,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7202402,9916683933607636,"River Yarra from Flinders Street Railway Station, MELBOURNE.",sj000589,1913,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7203017,9916684623607636,"Flinders Street, Melbourne",sj000596,1907,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7205552,9916684633607636,"Flinders Street, Melbourne",sj000597,1909,"Shirley Jones collection of Victorian postcards. Black and white, half-tone, collotype etc."
2,IE7206926,9916681253607636,"Flinders Street, Melbourne",sj000719,1909,"Shirley Jones collection of Victorian postcards. Melbourne mixed sepia, etc."
2,IE7202879,9916681353607636,"Flinders Street Railway Station, Melbourne.",sj000729,1914,"Shirley Jones collection of Victorian postcards. Melbourne mixed sepia, etc."
2,IE71319,9917511943607636,Swanston St. [near Flinders Street Station],cg000739,1897/1908,Scenes of a sea voyage to Britain and Europe and Melbourne street scenes.
2,IE65843,9917528603607636,[Aerial view of Flinders Street Station],cg002509,1897/1917,"Scenes of Melbourne, Victoria, other parts of Australia and overseas, ca. 1900-1914."
2,IE1400679,9916585003607636,"[Arch bearing a coat-of-arms spanning Swanston Street, Melbourne, near Flinders Street]",pc000520,1930/1950,"Scenic photographs of various places in New South Wales, Victoria and Tasmania."
2,IE414826,9916797133607636,"The bathing beach, Anglesea, Victoria.",a01585,1912/1918,Shirley Jones collection of Victorian postcards
2,IE415419,9916797163607636,Anglesea Beach.,a01587,1915/1921,Shirley Jones collection of Victorian postcards
2,IE541878,9916799073607636,"The road along the beach, Lorne, Vic.",a01681,1945/1951,Shirley Jones collection of Victorian postcards
2,IE440110,9916799473607636,"THE BEACH, LORNE.",a01702,1947/1953,Shirley Jones collection of Victorian postcards
2,IE440422,9916800023607636,"'The new Cumberland', Lorne, Vic. On The Surfing Beach.",a01718,1937/1943,Shirley Jones collection of Victorian postcards
2,IE419735,9916800353607636,"THE BEACH AT WILD DOG CREEK, APOLLO BAY, VIC.",a01747,1920/1929,Shirley Jones collection of Victorian postcards
2,IE445771,9916800443607636,"The beach, Apollo Bay, Victoria.",a01756,1920/1929,Shirley Jones collection of Victorian postcards
2,IE526993,9916801103607636,"Beach, Port Fairy",a01826,1907/1913,Shirley Jones collection of Victorian postcards
2,IE464426,9916801113607636,Beach Avenue Port Fairy,a01827,1907/1913,Shirley Jones collection of Victorian postcards
2,IE495414,9916801123607636,"Beach Pavilion, Port Fairy",a01828,1907/1913,Shirley Jones collection of Victorian postcards
2,IE415144,9916801793607636,"HENTY BEACH, PORTLAND, VIC.",a01875,1920/1929,Shirley Jones collection of Victorian postcards
2,IE7203380,9916683173607636,"Flinders Street, Melbourne.",sj000753,1912,"Shirley Jones collection of Victorian postcards. Melbourne mixed sepia, etc."
2,IE526319,9916801973607636,"The Beach, Warrnambool.",a01889,1902/1908,Shirley Jones collection of Victorian postcards
2,IE440177,9916802023607636,"Eagle Rock, Shelly Beach, Warrnambool.",a01893,1901/1907,Shirley Jones collection of Victorian postcards
2,IE526721,9916802043607636,"Shelly Beach, Warrnambool.",a01895,1903/1909,Shirley Jones collection of Victorian postcards
2,IE433040,9916802133607636,"Shelly Beach, Warrnambool.",a01904,1905/1911,Shirley Jones collection of Victorian postcards
2,IE440637,9916802193607636,"EAGLE ROCK, SHELLY BEACH.",a01910,1905/1911,Shirley Jones collection of Victorian postcards
2,IE532655,9916802233607636,"Look-out Point, Shelly Beach, Warrnambool.",a01914,1905/1911,Shirley Jones collection of Victorian postcards
2,IE542163,9916802303607636,"Beach outside mouth of Hopkins River, Warrnambool.",a01921,1903/1909,Shirley Jones collection of Victorian postcards
2,IE445956,9916802313607636,THUNDER POINT SHELLY BEACH WARRNAMBOOL.,a01922,1906/1912,Shirley Jones collection of Victorian postcards
2,IE445593,9916802563607636,SHELLY BEACH WARRNAMBOOL.,a01933,1906/1912,Shirley Jones collection of Victorian postcards
2,IE415239,9916802853607636,"Pic-Nic Cave, Shelly Beach, Warrnambool",a01947,1904/1910,Shirley Jones collection of Victorian postcards
2,IE542004,9916802903607636,"View at Shelly Beach, Warrnambool.",a01951,1902/1908,Shirley Jones collection of Victorian postcards
