IE PID,MMS ID,Title (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS),palettes,pal_1,pal_2,pal_3,pal_4,pal_5,alma_title,alma_title_statement,alma_summary,alma_p950,ner,pos
IE865817,9917666673607636,"Flinders Street Railway Station, Melbourne, Vic.",1920/1954,Rose postcard collection of negatives.,,,,,,,"Flinders Street Railway Station, Melbourne, Vic.","Flinders Street Railway Station, Melbourne, Vic.",Viewed from St. Paul's Cathedral corner.,,"['Span[1:5]: ""Flinders Street Railway Station"" → FAC (0.7736)', 'Span[6:7]: ""Melbourne"" → GPE (0.9983)', 'Span[8:9]: ""Vic."" → GPE (0.7637)', 'Span[12:16]: ""Flinders Street Railway Station"" → FAC (0.6971)', 'Span[17:18]: ""Melbourne"" → GPE (0.9983)', 'Span[25:29]: ""St. Paul\'s Cathedral"" → FAC (0.6560)']","Sentence[37]: ""['Flinders Street Railway Station, Melbourne, Vic.', 'Flinders Street Railway Station, Melbourne, Vic.', ""Viewed from St. Paul's Cathedral corner."", 'n/a']"" → [""['""/``, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic.""/NNP, ""'""/'', "",""/,, """"""/``, ""Viewed""/VBN, ""from""/IN, ""St.""/NNP, ""Paul""/NNP, ""'s""/POS, ""Cathedral""/NNP, ""corner.""/NN, """"""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/NN, ""']""/'']"
IE873565,9917674833607636,"Swanston Street, Melbourne, Vic. From Princes Bridge, Looking Towards Flinders Street Station.",1920/1954,Rose postcard collection of negatives.,"[[36, 36, 36], [98, 98, 98], [150, 150, 150], [199, 199, 199], [251, 251, 251]]","[36, 36, 36]","[98, 98, 98]","[150, 150, 150]","[199, 199, 199]","[251, 251, 251]","Swanston Street, Melbourne, Vic. From Princes Bridge, Looking Towards Flinders Street Station.","Swanston Street, Melbourne, Vic. From Princes Bridge, Looking Towards Flinders Street Station.",Could not find,,"['Span[1:3]: ""Swanston Street"" → FAC (0.7995)', 'Span[4:5]: ""Melbourne"" → GPE (0.9995)', 'Span[6:7]: ""Vic"" → GPE (0.9949)', 'Span[1:3]: ""Princes Bridge"" → FAC (0.8894)', 'Span[12:14]: ""Swanston Street"" → FAC (0.8537)', 'Span[15:16]: ""Melbourne"" → GPE (0.9986)', 'Span[17:18]: ""Vic"" → GPE (0.9788)']","Sentence[49]: ""['Swanston Street, Melbourne, Vic. From Princes Bridge, Looking Towards Flinders Street Station.', 'Swanston Street, Melbourne, Vic. From Princes Bridge, Looking Towards Flinders Street Station.', 'Could not find', 'n/a']"" → [""['""/``, ""Swanston""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic""/NNP, "".""/., ""From""/IN, ""Princes""/NNP, ""Bridge""/NNP, "",""/,, ""Looking""/VBG, ""Towards""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Station.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Swanston""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, "",""/,, ""Vic""/NNP, "".""/., ""From""/IN, ""Princes""/NNP, ""Bridge""/NNP, "",""/,, ""Looking""/VBG, ""Towards""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Station.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE898397,9916437253607636,"FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",1920/1954,Rose series ; P. 10269.,,,,,,,"FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.","FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",Shows Young and Jackson Princes Bridge Hotel.,,"['Span[1:5]: ""FLINDERS STREET RAILWAY STATION"" → FAC (0.8690)', 'Span[6:7]: ""MELBOURNE"" → GPE (0.9999)', 'Span[12:16]: ""FLINDERS STREET RAILWAY STATION"" → FAC (0.6224)', 'Span[17:18]: ""MELBOURNE"" → GPE (0.9823)', 'Span[23:30]: ""Shows Young and Jackson Princes Bridge Hotel."" → WORK_OF_ART (0.8160)']","Sentence[37]: ""['FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.', 'FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.', 'Shows Young and Jackson Princes Bridge Hotel.', 'n/a']"" → [""['""/``, ""FLINDERS""/NNP, ""STREET""/NNP, ""RAILWAY""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""FLINDERS""/NNP, ""STREET""/NNP, ""RAILWAY""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""Young""/NNP, ""and""/CC, ""Jackson""/NNP, ""Princes""/NNPS, ""Bridge""/NNP, ""Hotel.""/NNP, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE893753,9917727993607636,"LOOKING WEST ALONG BUSY FLINDERS STREET, MELBOURNE, VIC.",1920/1954,Rose series ; P. 13359.,"[[47, 47, 47], [96, 96, 96], [133, 133, 133], [172, 172, 172], [233, 233, 233]]","[47, 47, 47]","[96, 96, 96]","[133, 133, 133]","[172, 172, 172]","[233, 233, 233]","LOOKING WEST ALONG BUSY FLINDERS STREET, MELBOURNE, VIC.","LOOKING WEST ALONG BUSY FLINDERS STREET, MELBOURNE, VIC.",Could not find,,"['Span[8:9]: ""MELBOURNE"" → GPE (0.9972)', 'Span[21:22]: ""MELBOURNE"" → GPE (0.9915)']","Sentence[37]: ""['LOOKING WEST ALONG BUSY FLINDERS STREET, MELBOURNE, VIC.', 'LOOKING WEST ALONG BUSY FLINDERS STREET, MELBOURNE, VIC.', 'Could not find', 'n/a']"" → [""['""/``, ""LOOKING""/VBG, ""WEST""/NNP, ""ALONG""/IN, ""BUSY""/NNP, ""FLINDERS""/NNP, ""STREET""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""LOOKING""/VBG, ""WEST""/RB, ""ALONG""/IN, ""BUSY""/NNP, ""FLINDERS""/NNP, ""STREET""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE899341,9917729653607636,"Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street",1920/1954,Rose series ; P. 13500.,,,,,,,"Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street","Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street",Could not find,,"['Span[1:3]: ""Campbell Arcade"" → ORG (0.7646)', 'Span[4:6]: ""Melbourne Vic."" → GPE (0.9866)', 'Span[9:13]: ""Flinders Street Railway Station"" → FAC (0.7498)', 'Span[14:16]: ""Degrave Street"" → FAC (0.8982)', 'Span[19:21]: ""Campbell Arcade"" → FAC (0.9402)', 'Span[22:23]: ""Melbourne"" → GPE (0.9901)', 'Span[27:31]: ""Flinders Street Railway Station"" → FAC (0.7614)', 'Span[32:34]: ""Degrave Street"" → FAC (0.8190)']","Sentence[47]: ""['Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street', 'Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street', 'Could not find', 'n/a']"" → [""['""/``, ""Campbell""/NNP, ""Arcade""/NNP, "",""/,, ""Melbourne""/NNP, ""Vic.""/NNP, "",""/,, ""subway""/NN, ""from""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, ""to""/IN, ""Degrave""/NNP, ""Street""/NNP, ""'""/'', "",""/,, ""'""/'', ""Campbell""/NNP, ""Arcade""/NNP, "",""/,, ""Melbourne""/NNP, ""Vic.""/NNP, "",""/,, ""subway""/NN, ""from""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, ""to""/IN, ""Degrave""/NNP, ""Street""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/DT, ""']""/'']"
IE870004,9917729663607636,"Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street",1920/1954,Rose series ; P. 13501.,,,,,,,"Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street","Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street",Could not find,,"['Span[1:3]: ""Campbell Arcade"" → ORG (0.7646)', 'Span[4:6]: ""Melbourne Vic."" → GPE (0.9866)', 'Span[9:13]: ""Flinders Street Railway Station"" → FAC (0.7498)', 'Span[14:16]: ""Degrave Street"" → FAC (0.8982)', 'Span[19:21]: ""Campbell Arcade"" → FAC (0.9402)', 'Span[22:23]: ""Melbourne"" → GPE (0.9901)', 'Span[27:31]: ""Flinders Street Railway Station"" → FAC (0.7614)', 'Span[32:34]: ""Degrave Street"" → FAC (0.8190)']","Sentence[47]: ""['Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street', 'Campbell Arcade, Melbourne Vic., subway from Flinders Street Railway Station to Degrave Street', 'Could not find', 'n/a']"" → [""['""/``, ""Campbell""/NNP, ""Arcade""/NNP, "",""/,, ""Melbourne""/NNP, ""Vic.""/NNP, "",""/,, ""subway""/NN, ""from""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, ""to""/IN, ""Degrave""/NNP, ""Street""/NNP, ""'""/'', "",""/,, ""'""/'', ""Campbell""/NNP, ""Arcade""/NNP, "",""/,, ""Melbourne""/NNP, ""Vic.""/NNP, "",""/,, ""subway""/NN, ""from""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Railway""/NNP, ""Station""/NNP, ""to""/IN, ""Degrave""/NNP, ""Street""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/DT, ""']""/'']"
IE870714,9916419223607636,"HOSIE'S HOTEL, MELBOURNE, VIC. [Cnr. of Elizabeth & Flinders Streets]",1920/1954,Rose series ; P. 13747.,,,,,,,"HOSIE'S HOTEL, MELBOURNE, VIC. [Cnr. of Elizabeth & Flinders Streets]","HOSIE'S HOTEL, MELBOURNE, VIC. [Cnr. of Elizabeth & Flinders Streets]",Could not find,,"['Span[1:3]: ""HOSIE\'S HOTEL"" → ORG (0.5278)', 'Span[4:5]: ""MELBOURNE"" → GPE (0.9992)', 'Span[6:7]: ""VIC"" → GPE (0.8747)', 'Span[10:12]: ""HOSIE\'S HOTEL"" → FAC (0.4932)', 'Span[13:14]: ""MELBOURNE"" → GPE (0.9995)', 'Span[15:16]: ""VIC"" → GPE (0.9127)']","Sentence[45]: ""[""HOSIE'S HOTEL, MELBOURNE, VIC. [Cnr. of Elizabeth & Flinders Streets]"", ""HOSIE'S HOTEL, MELBOURNE, VIC. [Cnr. of Elizabeth & Flinders Streets]"", 'Could not find', 'n/a']"" → [""[""""/``, ""HOSIE'S""/NNP, ""HOTEL""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC""/NNP, "".""/., ""[""/-LRB-, ""Cnr.""/NNP, ""of""/IN, ""Elizabeth""/NNP, ""&""/CC, ""Flinders""/NNP, ""Streets""/NNPS, ""]""""/'', "",""/,, """"""/'', ""HOSIE'S""/NNP, ""HOTEL""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC""/NNP, "".""/., ""[""/-LRB-, ""Cnr.""/NNP, ""of""/IN, ""Elizabeth""/NNP, ""&""/CC, ""Flinders""/NNP, ""Streets""/NNPS, ""]""""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE898386,9917718633607636,"FLINDERS STREET RAILWAY STATION MELBOURNE, VIC.",1920/1954,Rose series ; P. 3239.,"[[36, 36, 36], [84, 84, 84], [131, 131, 131], [180, 180, 180], [241, 241, 241]]","[36, 36, 36]","[84, 84, 84]","[131, 131, 131]","[180, 180, 180]","[241, 241, 241]","FLINDERS STREET RAILWAY STATION MELBOURNE, VIC.","FLINDERS STREET RAILWAY STATION MELBOURNE, VIC.",Could not find,,"['Span[5:6]: ""MELBOURNE"" → GPE (0.9845)', 'Span[15:16]: ""MELBOURNE"" → GPE (0.5878)']","Sentence[31]: ""['FLINDERS STREET RAILWAY STATION MELBOURNE, VIC.', 'FLINDERS STREET RAILWAY STATION MELBOURNE, VIC.', 'Could not find', 'n/a']"" → [""['""/``, ""FLINDERS""/NNP, ""STREET""/NNP, ""RAILWAY""/NNP, ""STATION""/NNP, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""FLINDERS""/NNP, ""STREET""/NNP, ""RAILWAY""/NNP, ""STATION""/NNP, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Could""/MD, ""not""/RB, ""find""/VB, ""'""/'', "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE892759,9917704383607636,"SWANSTON STREET, NEAR FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.",1920/1954,Rose series ; P. 3755.,,,,,,,"SWANSTON STREET, NEAR FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.","SWANSTON STREET, NEAR FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.","Pedestrians on footpath beside St. Paul's, includes The Downyflake Restaurant, Lyon's Cafe, Croft's Stores, part of Flinders Street Station, large advertisement on roof of station for the armed forces reads: This is the Life!",,"['Span[1:3]: ""SWANSTON STREET"" → FAC (0.8870)', 'Span[10:11]: ""MELBOURNE"" → GPE (0.9997)', 'Span[12:13]: ""VIC."" → GPE (0.8632)', 'Span[16:18]: ""SWANSTON STREET"" → FAC (0.8786)', 'Span[19:24]: ""NEAR FLINDERS STREET RAILWAY STATION"" → FAC (0.7579)', 'Span[25:26]: ""MELBOURNE"" → GPE (0.9791)', 'Span[27:28]: ""VIC."" → FAC (0.8895)', 'Span[35:38]: ""St. Paul\'s"" → FAC (0.7127)', 'Span[40:43]: ""The Downyflake Restaurant"" → ORG (0.8916)', 'Span[44:47]: ""Lyon\'s Cafe"" → ORG (0.7691)', 'Span[48:51]: ""Croft\'s Stores"" → FAC (0.7956)', 'Span[54:57]: ""Flinders Street Station"" → FAC (0.7112)']","Sentence[81]: ""['SWANSTON STREET, NEAR FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.', 'SWANSTON STREET, NEAR FLINDERS STREET RAILWAY STATION, MELBOURNE, VIC.', ""Pedestrians on footpath beside St. Paul's, includes The Downyflake Restaurant, Lyon's Cafe, Croft's Stores, part of Flinders Street Station, large advertisement on roof of station for the armed forces reads: This is the Life!"", 'n/a']"" → [""['""/``, ""SWANSTON""/NNP, ""STREET""/NNP, "",""/,, ""NEAR""/IN, ""FLINDERS""/NNP, ""STREET""/NNP, ""RAILWAY""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, ""'""/'', ""SWANSTON""/NNP, ""STREET""/NNP, "",""/,, ""NEAR""/IN, ""FLINDERS""/NNP, ""STREET""/NNP, ""RAILWAY""/NNP, ""STATION""/NNP, "",""/,, ""MELBOURNE""/NNP, "",""/,, ""VIC.""/NNP, ""'""/'', "",""/,, """"""/'', ""Pedestrians""/NNS, ""on""/IN, ""footpath""/NN, ""beside""/IN, ""St.""/NNP, ""Paul""/NNP, ""'s""/POS, "",""/,, ""includes""/VBZ, ""The""/DT, ""Downyflake""/NNP, ""Restaurant""/NNP, "",""/,, ""Lyon""/NNP, ""'s""/POS, ""Cafe""/NNP, "",""/,, ""Croft""/NNP, ""'s""/POS, ""Stores""/NNP, "",""/,, ""part""/NN, ""of""/IN, ""Flinders""/NNP, ""Street""/NNP, ""Station""/NNP, "",""/,, ""large""/JJ, ""advertisement""/NN, ""on""/IN, ""roof""/NN, ""of""/IN, ""station""/NN, ""for""/IN, ""the""/DT, ""armed""/JJ, ""forces""/NNS, ""reads""/VBZ, "":""/:, ""This""/DT, ""is""/VBZ, ""the""/DT, ""Life""/NNP, ""!""""/NFP, "",""/,, ""'""/'', ""n""/'', ""/""/:, ""a""/DT, ""']""/'']"
IE22634329,9940484743107636,"Studio portrait of woman, family name possibly Jones.",1904/1937,Rosenberg collection.,"[[11, 11, 11], [86, 86, 86], [131, 131, 131], [166, 166, 166], [209, 209, 209]]","[11, 11, 11]","[86, 86, 86]","[131, 131, 131]","[166, 166, 166]","[209, 209, 209]","Studio portrait of woman, family name possibly Jones.","Studio portrait of woman, family name possibly Jones.","Half-length, full face, seated, wearing white blouse with embroidered front and high-waisted dark skirt; hair held back with black bow at right side.",,[],"Sentence[59]: ""['Studio portrait of woman, family name possibly Jones.', 'Studio portrait of woman, family name possibly Jones.', 'Half-length, full face, seated, wearing white blouse with embroidered front and high-waisted dark skirt; hair held back with black bow at right side.', 'n/a']"" → [""['""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""woman""/NN, "",""/,, ""family""/NN, ""name""/NN, ""possibly""/RB, ""Jones.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""woman""/NN, "",""/,, ""family""/NN, ""name""/NN, ""possibly""/RB, ""Jones.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Half-length""/NN, "",""/,, ""full""/JJ, ""face""/NN, "",""/,, ""seated""/VBN, "",""/,, ""wearing""/VBG, ""white""/JJ, ""blouse""/NN, ""with""/IN, ""embroidered""/VBN, ""front""/JJ, ""and""/CC, ""high-waisted""/JJ, ""dark""/JJ, ""skirt""/NN, "";""/,, ""hair""/NN, ""held""/VBN, ""back""/RB, ""with""/IN, ""black""/JJ, ""bow""/NN, ""at""/IN, ""right""/JJ, ""side.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE22634339,9940484742907636,"Studio portrait of man, name possibly J. Campbell.",1904/1937,Rosenberg collection.,,,,,,,"Studio portrait of man, name possibly J. Campbell.","Studio portrait of man, name possibly J. Campbell.","Whole-length, full face, standing with cricket ball in raised left hand. Wearing white pin-striped shirt with sleeves rolled to elbows, light pants and suspenders.",,[],"Sentence[62]: ""['Studio portrait of man, name possibly J. Campbell.', 'Studio portrait of man, name possibly J. Campbell.', 'Whole-length, full face, standing with cricket ball in raised left hand. Wearing white pin-striped shirt with sleeves rolled to elbows, light pants and suspenders.', 'n/a']"" → [""['""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""man""/NN, "",""/,, ""name""/NN, ""possibly""/RB, ""J""/NNP, "".""/., ""Campbell.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""man""/NN, "",""/,, ""name""/NN, ""possibly""/RB, ""J""/NNP, "".""/., ""Campbell.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Whole-length""/JJ, "",""/,, ""full""/JJ, ""face""/NN, "",""/,, ""standing""/VBG, ""with""/IN, ""cricket""/NN, ""ball""/NN, ""in""/IN, ""raised""/VBN, ""left""/JJ, ""hand""/NN, "".""/,, ""Wearing""/VBG, ""white""/JJ, ""pin-striped""/JJ, ""shirt""/NN, ""with""/IN, ""sleeves""/NNS, ""rolled""/VBN, ""to""/IN, ""elbows""/NNS, "",""/,, ""light""/JJ, ""pants""/NNS, ""and""/CC, ""suspenders.""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/NN, ""']""/'']"
IE22634344,9940484742807636,Portrait of man playing lawn balls.,1904/1937,Rosenberg collection.,"[[9, 9, 9], [83, 83, 83], [120, 120, 120], [163, 163, 163], [215, 215, 215]]","[9, 9, 9]","[83, 83, 83]","[120, 120, 120]","[163, 163, 163]","[215, 215, 215]",Portrait of man playing lawn balls.,Portrait of man playing lawn balls.,"Whole-length, left profile, bending down with ball in right hand. Wearing white pants, long-sleeved white shirt, dark vest and bowler hat.",,[],"Sentence[52]: ""['Portrait of man playing lawn balls.', 'Portrait of man playing lawn balls.', 'Whole-length, left profile, bending down with ball in right hand. Wearing white pants, long-sleeved white shirt, dark vest and bowler hat.', 'n/a']"" → [""['""/``, ""Portrait""/NN, ""of""/IN, ""man""/NN, ""playing""/VBG, ""lawn""/NN, ""balls.""/NN, ""'""/'', "",""/,, ""'""/'', ""Portrait""/NN, ""of""/IN, ""man""/NN, ""playing""/VBG, ""lawn""/NN, ""balls.""/NN, ""'""/'', "",""/,, ""'""/'', ""Whole-length""/JJ, "",""/,, ""left""/JJ, ""profile""/NN, "",""/,, ""bending""/VBG, ""down""/RP, ""with""/IN, ""ball""/NN, ""in""/IN, ""right""/JJ, ""hand""/NN, "".""/., ""Wearing""/VBG, ""white""/JJ, ""pants""/NNS, "",""/,, ""long-sleeved""/JJ, ""white""/JJ, ""shirt""/NN, "",""/,, ""dark""/JJ, ""vest""/NN, ""and""/CC, ""bowler""/NN, ""hat.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/NN, ""']""/'']"
IE22634359,9940484742507636,"Studio portrait of two men, family name possibly Hall.",1904/1937,Rosenberg collection.,"[[11, 11, 11], [49, 49, 49], [83, 83, 83], [120, 120, 120], [184, 184, 184]]","[11, 11, 11]","[49, 49, 49]","[83, 83, 83]","[120, 120, 120]","[184, 184, 184]","Studio portrait of two men, family name possibly Hall.","Studio portrait of two men, family name possibly Hall.","Whole-length, full face, one man seated, the other standing behind to image right, with right arm resting on chair. Both men wearing dark, three-piece suits and patterned ties.",,"['Span[4:5]: ""two"" → CARDINAL (0.9944)', 'Span[17:18]: ""two"" → CARDINAL (0.9970)', 'Span[32:33]: ""one"" → CARDINAL (0.9993)']","Sentence[68]: ""['Studio portrait of two men, family name possibly Hall.', 'Studio portrait of two men, family name possibly Hall.', 'Whole-length, full face, one man seated, the other standing behind to image right, with right arm resting on chair. Both men wearing dark, three-piece suits and patterned ties.', 'n/a']"" → [""['""/``, ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""two""/CD, ""men""/NNS, "",""/,, ""family""/NN, ""name""/NN, ""possibly""/RB, ""Hall.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""two""/CD, ""men""/NNS, "",""/,, ""family""/NN, ""name""/NN, ""possibly""/RB, ""Hall.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Whole-length""/JJ, "",""/,, ""full""/JJ, ""face""/NN, "",""/,, ""one""/CD, ""man""/NN, ""seated""/VBN, "",""/,, ""the""/DT, ""other""/JJ, ""standing""/VBG, ""behind""/RB, ""to""/IN, ""image""/NN, ""right""/RB, "",""/,, ""with""/IN, ""right""/JJ, ""arm""/NN, ""resting""/VBG, ""on""/IN, ""chair""/NN, "".""/,, ""Both""/DT, ""men""/NNS, ""wearing""/VBG, ""dark""/JJ, "",""/,, ""three-piece""/NN, ""suits""/NNS, ""and""/CC, ""patterned""/VBN, ""ties.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/NN, ""']""/'']"
IE22634369,9940484742307636,"Studio portrait of man, family name possibly Hansford.",1904/1937,Rosenberg collection.,"[[9, 9, 9], [38, 38, 38], [91, 91, 91], [151, 151, 151], [197, 197, 197]]","[9, 9, 9]","[38, 38, 38]","[91, 91, 91]","[151, 151, 151]","[197, 197, 197]","Studio portrait of man, family name possibly Hansford.","Studio portrait of man, family name possibly Hansford.","Half-length, slightly to left, wearing dark three-piece suit with horseshoe waistcoat and bow tie.",,[],"Sentence[48]: ""['Studio portrait of man, family name possibly Hansford.', 'Studio portrait of man, family name possibly Hansford.', 'Half-length, slightly to left, wearing dark three-piece suit with horseshoe waistcoat and bow tie.', 'n/a']"" → [""['""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""man""/NN, "",""/,, ""family""/NN, ""name""/NN, ""possibly""/RB, ""Hansford.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Studio""/NN, ""portrait""/NN, ""of""/IN, ""man""/NN, "",""/,, ""family""/NN, ""name""/NN, ""possibly""/RB, ""Hansford.""/NNP, ""'""/'', "",""/,, ""'""/'', ""Half-length""/NN, "",""/,, ""slightly""/RB, ""to""/IN, ""left""/JJ, "",""/,, ""wearing""/VBG, ""dark""/JJ, ""three-piece""/NN, ""suit""/NN, ""with""/IN, ""horseshoe""/NN, ""waistcoat""/NN, ""and""/CC, ""bow""/NN, ""tie.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
